X,Y,Z,timestamp
-2.17382813,-0.35668945,4.7109375,459
-2.13671875,-0.90722656,4.46484375,485
-2.31640625,-1.34082031,4.1328125,489
-2.28320313,-1.32128906,3.84765625,492
-2.34179688,-1.265625,3.49414063,505
-2.484375,-1.3671875,3.3125,509
-2.7734375,-1.44726563,3.54101563,535
-3.16992188,-1.46875,3.98828125,548
-3.34375,-1.4765625,4.39453125,553
-3.1015625,-1.33300781,4.73046875,558
-2.609375,-1.10742188,5.0078125,562
-2.23046875,-0.74365234,4.97265625,585
-2.140625,-0.16320801,4.609375,589
-2.17578125,0.48022461,4.1875,600
-2.13476563,0.87207031,3.66992188,605
-2.03125,0.9609375,3.12304688,608
-1.95605469,0.99853516,2.72265625,635
-2.06640625,0.93652344,2.52148438,639
-2.3203125,0.796875,2.39453125,651
-2.56835938,0.75585938,2.125,656
-2.4765625,0.77441406,1.81933594,663
-2.05859375,0.81298828,1.5546875,675
-1.50878906,0.81005859,1.31933594,679
-1.13671875,0.83496094,1.1640625,705
-0.87451172,0.97949219,1.10253906,709
-0.63574219,1.18164063,1.015625,719
-0.4753418,1.34375,0.93066406,724
-0.47192383,1.50683594,0.90429688,737
-0.59179688,1.61328125,0.85205078,745
-0.72119141,1.73144531,0.72900391,749
-0.83398438,1.79394531,0.4296875,775
-0.88818359,1.90917969,0.12658691,779
-0.89355469,2.02148438,-0.20556641,783
-0.99511719,2.0859375,-0.46826172,795
-1.08984375,2.16015625,-0.67529297,822
-0.35131836,0.99511719,-3.25390625,1
-0.51806641,1.09179688,-3.57226563,7
-0.58886719,1.21191406,-3.90625,10
-0.59033203,1.24707031,-3.88671875,14
-0.64892578,1.24804688,-4.09375,25
-0.62402344,1.203125,-4.10546875,36
-0.69824219,1.24609375,-3.83984375,46
-0.69824219,1.24609375,-3.83984375,50
-0.86865234,1.234375,-4.47265625,75
-1.15625,1.42675781,-4.91796875,79
-1.35644531,1.66113281,-5.3359375,87
-1.70117188,1.90136719,-5.8046875,95
-2.0859375,2.3515625,-5.8984375,104
-2.49804688,2.890625,-5.0546875,121
-2.34375,2.39257813,-4.359375,125
-1.76757813,1.5390625,-4.1171875,136
-1.58398438,1.12011719,-4.0234375,140
-1.61328125,1.20410156,-3.81445313,165
-1.82421875,1.44140625,-4.48828125,172
-1.86132813,1.76269531,-4.171875,189
-2.15429688,2.7890625,-3.5703125,194
-2.23046875,3.32617188,-3.13671875,207
-2.125,2.81445313,-2.13476563,224
-1.89453125,1.31347656,-1.65820313,229
-2.0,0.47753906,-1.53515625,241
-2.46679688,0.34375,-1.70507813,245
-2.98828125,0.52587891,-1.91113281,250
-3.3828125,1.00488281,-2.4609375,258
-3.52734375,1.7734375,-2.16796875,265
-3.45898438,2.49804688,-0.38037109,275
-2.84570313,1.6171875,0.82324219,285
-1.96582031,0.01049042,0.72851563,289
-1.84863281,-0.828125,0.59423828,316
-2.56640625,-1.19628906,0.21191406,319
-3.42382813,-1.37890625,-0.46118164,323
-4.0546875,-1.16210938,-0.70458984,336
-4.42578125,-0.67089844,0.34619141,339
-4.3984375,-0.10900879,1.703125,366
-4.25,0.08087158,2.40820313,369
-4.0625,-0.09759521,2.40039063,378
-3.7734375,-0.45751953,1.73535156,386
-3.70507813,-1.13671875,1.02148438,390
-3.859375,-1.5625,0.50537109,416
-4.19921875,-1.72460938,0.39477539,419
-4.7578125,-1.75195313,1.671875,429
-4.57421875,-1.41210938,3.55078125,435
-3.53125,-0.85693359,4.76171875,446
-2.53515625,-0.38378906,4.91015625,456
-2.17382813,-0.35668945,4.7109375,460
-2.13671875,-0.90722656,4.46484375,486
-2.31640625,-1.34082031,4.1328125,490
-2.28320313,-1.32128906,3.84765625,493
-2.34179688,-1.265625,3.49414063,506
-2.484375,-1.3671875,3.3125,510
-2.7734375,-1.44726563,3.54101563,536
-3.16992188,-1.46875,3.98828125,550
-3.34375,-1.4765625,4.39453125,554
-3.1015625,-1.33300781,4.73046875,559
-2.609375,-1.10742188,5.0078125,564
-2.23046875,-0.74365234,4.97265625,586
-2.140625,-0.16320801,4.609375,590
-2.17578125,0.48022461,4.1875,601
-2.13476563,0.87207031,3.66992188,606
-2.03125,0.9609375,3.12304688,609
-1.95605469,0.99853516,2.72265625,636
-2.06640625,0.93652344,2.52148438,640
-2.3203125,0.796875,2.39453125,652
-2.56835938,0.75585938,2.125,657
-2.4765625,0.77441406,1.81933594,664
-2.05859375,0.81298828,1.5546875,676
-1.50878906,0.81005859,1.31933594,680
-1.13671875,0.83496094,1.1640625,706
-0.87451172,0.97949219,1.10253906,710
-0.63574219,1.18164063,1.015625,720
-0.4753418,1.34375,0.93066406,725
-0.47192383,1.50683594,0.90429688,738
-0.59179688,1.61328125,0.85205078,746
-0.72119141,1.73144531,0.72900391,750
-0.83398438,1.79394531,0.4296875,776
-0.88818359,1.90917969,0.12658691,780
-0.89355469,2.02148438,-0.20556641,784
-0.99511719,2.0859375,-0.46826172,796
-1.08984375,2.16015625,-0.67529297,823
